trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
391,False,"{'a': 0.5, 'e': 1.0}",30,0,-25.568198974586473,"{0: 19, 1: 11, 2: 0, 3: 0, 4: 0}",0
392,False,"{'a': 0.5, 'e': 1.0}",20,0,-38.665130368958465,"{0: 9, 1: 11, 2: 0, 3: 0, 4: 0}",0
393,False,"{'a': 0.5, 'e': 1.0}",20,0,-20.823774511654044,"{0: 12, 1: 8, 2: 0, 3: 0, 4: 0}",0
394,False,"{'a': 0.5, 'e': 1.0}",20,0,-40.308215253690975,"{0: 9, 1: 11, 2: 0, 3: 0, 4: 0}",0
395,False,"{'a': 0.5, 'e': 1.0}",25,0,-38.66291701663299,"{0: 13, 1: 12, 2: 0, 3: 0, 4: 0}",0
396,False,"{'a': 0.5, 'e': 1.0}",20,0,-8.02816504760185,"{0: 13, 1: 7, 2: 0, 3: 0, 4: 0}",0
397,False,"{'a': 0.5, 'e': 1.0}",20,0,-37.54904434350735,"{0: 10, 1: 10, 2: 0, 3: 0, 4: 0}",0
398,False,"{'a': 0.5, 'e': 1.0}",30,0,-49.647196582998504,"{0: 15, 1: 15, 2: 0, 3: 0, 4: 0}",0
399,False,"{'a': 0.5, 'e': 1.0}",25,0,-8.573889919462726,"{0: 18, 1: 7, 2: 0, 3: 0, 4: 0}",0
400,False,"{'a': 0.5, 'e': 1.0}",30,0,-53.643689821829284,"{0: 14, 1: 16, 2: 0, 3: 0, 4: 0}",0
401,False,"{'a': 0.5, 'e': 1.0}",20,0,-22.045809320723734,"{0: 11, 1: 9, 2: 0, 3: 0, 4: 0}",0
402,False,"{'a': 0.5, 'e': 1.0}",25,0,-45.44684316718753,"{0: 12, 1: 13, 2: 0, 3: 0, 4: 0}",0
403,False,"{'a': 0.5, 'e': 1.0}",25,0,-13.166842945025735,"{0: 17, 1: 8, 2: 0, 3: 0, 4: 0}",0
404,False,"{'a': 0.5, 'e': 1.0}",25,0,-15.397408769030264,"{0: 17, 1: 8, 2: 0, 3: 0, 4: 0}",0
405,False,"{'a': 0.5, 'e': 1.0}",35,0,-69.91330733685767,"{0: 16, 1: 19, 2: 0, 3: 0, 4: 0}",0
406,False,"{'a': 0.5, 'e': 1.0}",25,0,-15.362157340380774,"{0: 17, 1: 8, 2: 0, 3: 0, 4: 0}",0
407,False,"{'a': 0.5, 'e': 1.0}",30,0,-34.799658947658564,"{0: 17, 1: 13, 2: 0, 3: 0, 4: 0}",0
408,False,"{'a': 0.5, 'e': 1.0}",20,0,-38.34998059241986,"{0: 9, 1: 11, 2: 0, 3: 0, 4: 0}",0
409,False,"{'a': 0.5, 'e': 1.0}",30,0,-26.84370741882251,"{0: 19, 1: 11, 2: 0, 3: 0, 4: 0}",0
410,False,"{'a': 0.5, 'e': 1.0}",25,0,-33.644010565702864,"{0: 14, 1: 11, 2: 0, 3: 0, 4: 0}",0
411,False,"{'a': 0.5, 'e': 1.0}",30,0,-38.08809809201958,"{0: 17, 1: 13, 2: 0, 3: 0, 4: 0}",0
412,False,"{'a': 0.5, 'e': 1.0}",30,0,-28.073060456086324,"{0: 19, 1: 11, 2: 0, 3: 0, 4: 0}",0
413,False,"{'a': 0.5, 'e': 1.0}",25,0,-30.64014874361449,"{0: 15, 1: 10, 2: 0, 3: 0, 4: 0}",0
414,False,"{'a': 0.5, 'e': 1.0}",20,0,-37.43325074345909,"{0: 10, 1: 10, 2: 0, 3: 0, 4: 0}",0
415,False,"{'a': 0.5, 'e': 1.0}",25,0,-57.438292848994664,"{0: 11, 1: 14, 2: 0, 3: 0, 4: 0}",0
416,False,"{'a': 0.5, 'e': 1.0}",25,0,-34.90987993741446,"{0: 13, 1: 12, 2: 0, 3: 0, 4: 0}",0
417,False,"{'a': 0.5, 'e': 1.0}",20,0,1.2502398540834923,"{0: 15, 1: 5, 2: 0, 3: 0, 4: 0}",0
418,False,"{'a': 0.5, 'e': 1.0}",25,0,-21.171565072013625,"{0: 16, 1: 9, 2: 0, 3: 0, 4: 0}",0
419,False,"{'a': 0.5, 'e': 1.0}",20,0,-20.611052937332538,"{0: 12, 1: 8, 2: 0, 3: 0, 4: 0}",0
420,False,"{'a': 0.5, 'e': 1.0}",30,0,-24.435233226674136,"{0: 19, 1: 11, 2: 0, 3: 0, 4: 0}",0
421,False,"{'a': 0.5, 'e': 1.0}",20,0,-21.852234330157536,"{0: 12, 1: 8, 2: 0, 3: 0, 4: 0}",0
422,False,"{'a': 0.5, 'e': 1.0}",25,0,-23.121095304600814,"{0: 15, 1: 10, 2: 0, 3: 0, 4: 0}",0
423,False,"{'a': 0.5, 'e': 1.0}",20,0,-17.888218933353258,"{0: 12, 1: 8, 2: 0, 3: 0, 4: 0}",0
424,False,"{'a': 0.5, 'e': 1.0}",20,0,-14.401627041014045,"{0: 13, 1: 7, 2: 0, 3: 0, 4: 0}",0
425,False,"{'a': 0.5, 'e': 1.0}",30,0,-25.97512879171641,"{0: 18, 1: 12, 2: 0, 3: 0, 4: 0}",0
426,False,"{'a': 0.5, 'e': 1.0}",20,0,-24.47160175142544,"{0: 11, 1: 9, 2: 0, 3: 0, 4: 0}",0
427,False,"{'a': 0.5, 'e': 1.0}",25,0,-20.855222446608124,"{0: 16, 1: 9, 2: 0, 3: 0, 4: 0}",0
428,False,"{'a': 0.5, 'e': 1.0}",20,0,-21.940316172160117,"{0: 11, 1: 9, 2: 0, 3: 0, 4: 0}",0
429,False,"{'a': 0.5, 'e': 1.0}",25,0,-25.316557191785442,"{0: 15, 1: 10, 2: 0, 3: 0, 4: 0}",0
430,False,"{'a': 0.5, 'e': 1.0}",25,0,-23.111223775344122,"{0: 15, 1: 10, 2: 0, 3: 0, 4: 0}",0
431,False,"{'a': 0.5, 'e': 1.0}",20,0,-20.056581230355164,"{0: 12, 1: 8, 2: 0, 3: 0, 4: 0}",0
432,False,"{'a': 0.5, 'e': 1.0}",20,0,-8.961956493202475,"{0: 14, 1: 6, 2: 0, 3: 0, 4: 0}",0
433,False,"{'a': 0.5, 'e': 1.0}",20,0,-16.025403858538127,"{0: 13, 1: 7, 2: 0, 3: 0, 4: 0}",0
434,False,"{'a': 0.5, 'e': 1.0}",25,0,-27.46409990468849,"{0: 15, 1: 10, 2: 0, 3: 0, 4: 0}",0
435,False,"{'a': 0.5, 'e': 1.0}",30,0,-49.581376650512794,"{0: 15, 1: 15, 2: 0, 3: 0, 4: 0}",0
436,False,"{'a': 0.5, 'e': 1.0}",20,0,-9.661024981037208,"{0: 13, 1: 7, 2: 0, 3: 0, 4: 0}",0
437,False,"{'a': 0.5, 'e': 1.0}",20,0,-14.983548297491325,"{0: 13, 1: 7, 2: 0, 3: 0, 4: 0}",0
438,False,"{'a': 0.5, 'e': 1.0}",20,0,-26.276503142066176,"{0: 11, 1: 9, 2: 0, 3: 0, 4: 0}",0
439,False,"{'a': 0.5, 'e': 1.0}",25,0,-38.7218574119259,"{0: 13, 1: 12, 2: 0, 3: 0, 4: 0}",0
440,False,"{'a': 0.5, 'e': 1.0}",25,0,-38.67629459779267,"{0: 13, 1: 12, 2: 0, 3: 0, 4: 0}",0
441,False,"{'a': 0.5, 'e': 1.0}",25,0,-27.980982345179296,"{0: 14, 1: 11, 2: 0, 3: 0, 4: 0}",0
442,False,"{'a': 0.5, 'e': 1.0}",20,0,-36.76292705876528,"{0: 10, 1: 10, 2: 0, 3: 0, 4: 0}",0
443,False,"{'a': 0.5, 'e': 1.0}",30,0,-31.606740625661715,"{0: 18, 1: 12, 2: 0, 3: 0, 4: 0}",0
444,False,"{'a': 0.5, 'e': 1.0}",25,0,-47.83841729925821,"{0: 12, 1: 13, 2: 0, 3: 0, 4: 0}",0
445,False,"{'a': 0.5, 'e': 1.0}",20,0,-28.380010018313573,"{0: 11, 1: 9, 2: 0, 3: 0, 4: 0}",0
446,False,"{'a': 0.5, 'e': 1.0}",30,0,-29.822929127782587,"{0: 18, 1: 12, 2: 0, 3: 0, 4: 0}",0
447,False,"{'a': 0.5, 'e': 1.0}",25,0,-34.25451140948973,"{0: 13, 1: 12, 2: 0, 3: 0, 4: 0}",0
448,False,"{'a': 0.5, 'e': 1.0}",20,0,0.75485769268569,"{0: 16, 1: 4, 2: 0, 3: 0, 4: 0}",0
449,False,"{'a': 0.5, 'e': 1.0}",20,0,-15.902966418143555,"{0: 13, 1: 7, 2: 0, 3: 0, 4: 0}",0
450,False,"{'a': 0.5, 'e': 1.0}",25,0,-14.077087186979556,"{0: 16, 1: 9, 2: 0, 3: 0, 4: 0}",0
451,False,"{'a': 0.5, 'e': 1.0}",25,0,-47.13832595227423,"{0: 11, 1: 14, 2: 0, 3: 0, 4: 0}",0
452,False,"{'a': 0.5, 'e': 1.0}",25,0,-44.03264494858962,"{0: 12, 1: 13, 2: 0, 3: 0, 4: 0}",0
453,False,"{'a': 0.5, 'e': 1.0}",25,0,-1.3441672169832477,"{0: 19, 1: 6, 2: 0, 3: 0, 4: 0}",0
454,False,"{'a': 0.5, 'e': 1.0}",30,0,-41.25065439758383,"{0: 17, 1: 13, 2: 0, 3: 0, 4: 0}",0
455,False,"{'a': 0.5, 'e': 1.0}",25,0,-36.773742729614234,"{0: 14, 1: 11, 2: 0, 3: 0, 4: 0}",0
456,False,"{'a': 0.5, 'e': 1.0}",20,0,-14.494049898857309,"{0: 13, 1: 7, 2: 0, 3: 0, 4: 0}",0
457,False,"{'a': 0.5, 'e': 1.0}",20,0,-6.103253642547088,"{0: 15, 1: 5, 2: 0, 3: 0, 4: 0}",0
458,False,"{'a': 0.5, 'e': 1.0}",20,0,-10.645075629246447,"{0: 14, 1: 6, 2: 0, 3: 0, 4: 0}",0
459,False,"{'a': 0.5, 'e': 1.0}",25,0,-35.477847147850134,"{0: 14, 1: 11, 2: 0, 3: 0, 4: 0}",0
460,False,"{'a': 0.5, 'e': 1.0}",30,0,-17.262094411154123,"{0: 20, 1: 10, 2: 0, 3: 0, 4: 0}",0
461,False,"{'a': 0.5, 'e': 1.0}",25,0,-41.5751126754746,"{0: 13, 1: 12, 2: 0, 3: 0, 4: 0}",0
462,False,"{'a': 0.5, 'e': 1.0}",30,0,-30.106112293728067,"{0: 17, 1: 13, 2: 0, 3: 0, 4: 0}",0
463,False,"{'a': 0.5, 'e': 1.0}",20,0,-26.640335061051527,"{0: 11, 1: 9, 2: 0, 3: 0, 4: 0}",0
464,False,"{'a': 0.5, 'e': 1.0}",25,0,-34.40580203086685,"{0: 14, 1: 11, 2: 0, 3: 0, 4: 0}",0
465,False,"{'a': 0.5, 'e': 1.0}",25,0,-32.190323600232816,"{0: 15, 1: 10, 2: 0, 3: 0, 4: 0}",0
466,False,"{'a': 0.5, 'e': 1.0}",25,0,-39.957793999915715,"{0: 12, 1: 13, 2: 0, 3: 0, 4: 0}",0
467,False,"{'a': 0.5, 'e': 1.0}",20,0,-21.299203079188523,"{0: 12, 1: 8, 2: 0, 3: 0, 4: 0}",0
468,False,"{'a': 0.5, 'e': 1.0}",25,0,-32.972185822355634,"{0: 15, 1: 10, 2: 0, 3: 0, 4: 0}",0
469,False,"{'a': 0.5, 'e': 1.0}",25,0,-25.722805019442866,"{0: 15, 1: 10, 2: 0, 3: 0, 4: 0}",0
470,False,"{'a': 0.5, 'e': 1.0}",20,0,-25.52038066393667,"{0: 11, 1: 9, 2: 0, 3: 0, 4: 0}",0
471,False,"{'a': 0.5, 'e': 1.0}",20,0,-41.19025085037331,"{0: 9, 1: 11, 2: 0, 3: 0, 4: 0}",0
472,False,"{'a': 0.5, 'e': 1.0}",25,0,-51.78977175475186,"{0: 11, 1: 14, 2: 0, 3: 0, 4: 0}",0
473,False,"{'a': 0.5, 'e': 1.0}",20,0,-19.76733311658262,"{0: 12, 1: 8, 2: 0, 3: 0, 4: 0}",0
474,False,"{'a': 0.5, 'e': 1.0}",25,0,-37.9919030162112,"{0: 13, 1: 12, 2: 0, 3: 0, 4: 0}",0
475,False,"{'a': 0.5, 'e': 1.0}",20,0,-42.547447214909205,"{0: 9, 1: 11, 2: 0, 3: 0, 4: 0}",0
476,False,"{'a': 0.5, 'e': 1.0}",20,0,-25.361713192913363,"{0: 11, 1: 9, 2: 0, 3: 0, 4: 0}",0
477,False,"{'a': 0.5, 'e': 1.0}",25,0,-18.064809263533437,"{0: 16, 1: 9, 2: 0, 3: 0, 4: 0}",0
478,False,"{'a': 0.5, 'e': 1.0}",35,0,-27.14689230195785,"{0: 22, 1: 13, 2: 0, 3: 0, 4: 0}",0
479,False,"{'a': 0.5, 'e': 1.0}",20,0,-29.28512178037179,"{0: 10, 1: 10, 2: 0, 3: 0, 4: 0}",0
480,False,"{'a': 0.5, 'e': 1.0}",25,0,-14.553767187795021,"{0: 17, 1: 8, 2: 0, 3: 0, 4: 0}",0
481,False,"{'a': 0.5, 'e': 1.0}",25,0,-28.466577607144785,"{0: 15, 1: 10, 2: 0, 3: 0, 4: 0}",0
482,False,"{'a': 0.5, 'e': 1.0}",20,0,-13.234937859535,"{0: 13, 1: 7, 2: 0, 3: 0, 4: 0}",0
483,False,"{'a': 0.5, 'e': 1.0}",20,0,-7.569508537956189,"{0: 14, 1: 6, 2: 0, 3: 0, 4: 0}",0
484,False,"{'a': 0.5, 'e': 1.0}",20,0,-41.623414034047606,"{0: 9, 1: 11, 2: 0, 3: 0, 4: 0}",0
485,False,"{'a': 0.5, 'e': 1.0}",20,0,-26.041075581214088,"{0: 11, 1: 9, 2: 0, 3: 0, 4: 0}",0
486,False,"{'a': 0.5, 'e': 1.0}",30,0,-48.43174610525254,"{0: 16, 1: 14, 2: 0, 3: 0, 4: 0}",0
487,False,"{'a': 0.5, 'e': 1.0}",25,0,-20.548731430197666,"{0: 16, 1: 9, 2: 0, 3: 0, 4: 0}",0
488,False,"{'a': 0.5, 'e': 1.0}",20,0,-34.23490235562991,"{0: 10, 1: 10, 2: 0, 3: 0, 4: 0}",0
489,False,"{'a': 0.5, 'e': 1.0}",20,0,-39.37878764778542,"{0: 9, 1: 11, 2: 0, 3: 0, 4: 0}",0
490,False,"{'a': 0.5, 'e': 1.0}",25,0,-38.81693398842104,"{0: 13, 1: 12, 2: 0, 3: 0, 4: 0}",0
491,False,"{'a': 0.5, 'e': 1.0}",25,0,-29.75380646344004,"{0: 15, 1: 10, 2: 0, 3: 0, 4: 0}",0
492,False,"{'a': 0.5, 'e': 1.0}",30,0,-23.0387517491053,"{0: 19, 1: 11, 2: 0, 3: 0, 4: 0}",0
493,False,"{'a': 0.5, 'e': 1.0}",20,0,-11.480345758587449,"{0: 14, 1: 6, 2: 0, 3: 0, 4: 0}",0
494,False,"{'a': 0.5, 'e': 1.0}",20,0,-8.104627372481854,"{0: 13, 1: 7, 2: 0, 3: 0, 4: 0}",0
495,False,"{'a': 0.5, 'e': 1.0}",20,0,-15.701937053115213,"{0: 12, 1: 8, 2: 0, 3: 0, 4: 0}",0
496,False,"{'a': 0.5, 'e': 1.0}",20,0,-19.608123289629535,"{0: 12, 1: 8, 2: 0, 3: 0, 4: 0}",0
497,False,"{'a': 0.5, 'e': 1.0}",25,0,-32.46350791537101,"{0: 14, 1: 11, 2: 0, 3: 0, 4: 0}",0
498,False,"{'a': 0.5, 'e': 1.0}",25,0,-24.669739403029958,"{0: 16, 1: 9, 2: 0, 3: 0, 4: 0}",0
499,False,"{'a': 0.5, 'e': 1.0}",30,0,-48.837435533509904,"{0: 17, 1: 13, 2: 0, 3: 0, 4: 0}",0
500,False,"{'a': 0.5, 'e': 1.0}",20,0,-29.233383430259675,"{0: 12, 1: 8, 2: 0, 3: 0, 4: 0}",0
501,False,"{'a': 0.5, 'e': 1.0}",25,0,-43.19313999304626,"{0: 12, 1: 13, 2: 0, 3: 0, 4: 0}",0
502,False,"{'a': 0.5, 'e': 1.0}",20,0,-32.96337482939471,"{0: 11, 1: 9, 2: 0, 3: 0, 4: 0}",0
503,False,"{'a': 0.5, 'e': 1.0}",20,0,-16.24115257272125,"{0: 13, 1: 7, 2: 0, 3: 0, 4: 0}",0
504,False,"{'a': 0.5, 'e': 1.0}",30,0,-24.899422358883225,"{0: 19, 1: 11, 2: 0, 3: 0, 4: 0}",0
505,False,"{'a': 0.5, 'e': 1.0}",20,0,-11.826060517747283,"{0: 13, 1: 7, 2: 0, 3: 0, 4: 0}",0
506,False,"{'a': 0.5, 'e': 1.0}",30,0,-16.684145245532047,"{0: 20, 1: 10, 2: 0, 3: 0, 4: 0}",0
507,False,"{'a': 0.5, 'e': 1.0}",25,0,-18.743112432998608,"{0: 16, 1: 9, 2: 0, 3: 0, 4: 0}",0
508,False,"{'a': 0.5, 'e': 1.0}",30,0,-40.25729663123409,"{0: 17, 1: 13, 2: 0, 3: 0, 4: 0}",0
509,False,"{'a': 0.5, 'e': 1.0}",20,0,-19.47014913583059,"{0: 12, 1: 8, 2: 0, 3: 0, 4: 0}",0
510,False,"{'a': 0.5, 'e': 1.0}",25,0,-3.7268791474175744,"{0: 18, 1: 7, 2: 0, 3: 0, 4: 0}",0
511,False,"{'a': 0.5, 'e': 1.0}",25,0,-22.47693198107669,"{0: 16, 1: 9, 2: 0, 3: 0, 4: 0}",0
512,False,"{'a': 0.5, 'e': 1.0}",20,0,-21.097863188065702,"{0: 12, 1: 8, 2: 0, 3: 0, 4: 0}",0
513,False,"{'a': 0.5, 'e': 1.0}",30,0,-24.285210653354195,"{0: 19, 1: 11, 2: 0, 3: 0, 4: 0}",0
514,False,"{'a': 0.5, 'e': 1.0}",25,0,-13.983786115159521,"{0: 18, 1: 7, 2: 0, 3: 0, 4: 0}",0
515,False,"{'a': 0.5, 'e': 1.0}",25,0,-26.9147921097591,"{0: 15, 1: 10, 2: 0, 3: 0, 4: 0}",0
516,False,"{'a': 0.5, 'e': 1.0}",20,0,-33.67126196478367,"{0: 10, 1: 10, 2: 0, 3: 0, 4: 0}",0
517,False,"{'a': 0.5, 'e': 1.0}",20,0,-15.442095313076297,"{0: 12, 1: 8, 2: 0, 3: 0, 4: 0}",0
518,False,"{'a': 0.5, 'e': 1.0}",25,0,-26.50010034136466,"{0: 15, 1: 10, 2: 0, 3: 0, 4: 0}",0
519,False,"{'a': 0.5, 'e': 1.0}",20,0,-25.854838617205203,"{0: 11, 1: 9, 2: 0, 3: 0, 4: 0}",0
520,False,"{'a': 0.5, 'e': 1.0}",35,0,-33.15789705927921,"{0: 22, 1: 13, 2: 0, 3: 0, 4: 0}",0
521,False,"{'a': 0.5, 'e': 1.0}",20,0,-15.067997450344425,"{0: 13, 1: 7, 2: 0, 3: 0, 4: 0}",0
522,False,"{'a': 0.5, 'e': 1.0}",20,0,-8.742473248223583,"{0: 14, 1: 6, 2: 0, 3: 0, 4: 0}",0
523,False,"{'a': 0.5, 'e': 1.0}",30,0,2.578889823644736,"{0: 24, 1: 6, 2: 0, 3: 0, 4: 0}",0
524,False,"{'a': 0.5, 'e': 1.0}",20,0,-20.892926147643216,"{0: 12, 1: 8, 2: 0, 3: 0, 4: 0}",0
525,False,"{'a': 0.5, 'e': 1.0}",25,0,-30.7036312025093,"{0: 14, 1: 11, 2: 0, 3: 0, 4: 0}",0
526,False,"{'a': 0.5, 'e': 1.0}",20,0,2.8993578185126387,"{0: 15, 1: 5, 2: 0, 3: 0, 4: 0}",0
527,False,"{'a': 0.5, 'e': 1.0}",20,0,-27.155843705104527,"{0: 12, 1: 8, 2: 0, 3: 0, 4: 0}",0
528,False,"{'a': 0.5, 'e': 1.0}",20,0,-32.90088480603534,"{0: 10, 1: 10, 2: 0, 3: 0, 4: 0}",0
529,False,"{'a': 0.5, 'e': 1.0}",20,0,-34.4838625638522,"{0: 10, 1: 10, 2: 0, 3: 0, 4: 0}",0
530,False,"{'a': 0.5, 'e': 1.0}",25,0,-47.888988690877525,"{0: 12, 1: 13, 2: 0, 3: 0, 4: 0}",0
531,False,"{'a': 0.5, 'e': 1.0}",20,0,-16.597514198814483,"{0: 13, 1: 7, 2: 0, 3: 0, 4: 0}",0
532,False,"{'a': 0.5, 'e': 1.0}",30,0,-13.182348083518828,"{0: 21, 1: 9, 2: 0, 3: 0, 4: 0}",0
533,False,"{'a': 0.5, 'e': 1.0}",20,0,1.7259558742311285,"{0: 16, 1: 4, 2: 0, 3: 0, 4: 0}",0
534,False,"{'a': 0.5, 'e': 1.0}",25,0,7.141327116586375,"{0: 20, 1: 5, 2: 0, 3: 0, 4: 0}",0
535,False,"{'a': 0.5, 'e': 1.0}",20,0,-10.65292037419092,"{0: 14, 1: 6, 2: 0, 3: 0, 4: 0}",0
536,False,"{'a': 0.5, 'e': 1.0}",25,0,-16.114699937315194,"{0: 16, 1: 9, 2: 0, 3: 0, 4: 0}",0
537,False,"{'a': 0.5, 'e': 1.0}",25,0,-37.302991532121624,"{0: 14, 1: 11, 2: 0, 3: 0, 4: 0}",0
538,False,"{'a': 0.5, 'e': 1.0}",30,0,-59.17262595758031,"{0: 15, 1: 15, 2: 0, 3: 0, 4: 0}",0
539,False,"{'a': 0.5, 'e': 1.0}",20,0,-21.144920635522656,"{0: 12, 1: 8, 2: 0, 3: 0, 4: 0}",0
540,False,"{'a': 0.5, 'e': 1.0}",20,0,-23.452357214427032,"{0: 12, 1: 8, 2: 0, 3: 0, 4: 0}",0
541,False,"{'a': 0.5, 'e': 1.0}",25,0,-44.94635197758229,"{0: 12, 1: 13, 2: 0, 3: 0, 4: 0}",0
542,False,"{'a': 0.5, 'e': 1.0}",25,0,-17.15704463047697,"{0: 16, 1: 9, 2: 0, 3: 0, 4: 0}",0
543,False,"{'a': 0.5, 'e': 1.0}",20,0,-20.803728077297816,"{0: 13, 1: 7, 2: 0, 3: 0, 4: 0}",0
544,False,"{'a': 0.5, 'e': 1.0}",25,0,-40.2988331238696,"{0: 13, 1: 12, 2: 0, 3: 0, 4: 0}",0
545,False,"{'a': 0.5, 'e': 1.0}",35,0,-27.86352835844708,"{0: 23, 1: 12, 2: 0, 3: 0, 4: 0}",0
546,False,"{'a': 0.5, 'e': 1.0}",25,0,-21.606133771127624,"{0: 16, 1: 9, 2: 0, 3: 0, 4: 0}",0
547,False,"{'a': 0.5, 'e': 1.0}",30,0,-37.532366652672636,"{0: 16, 1: 14, 2: 0, 3: 0, 4: 0}",0
548,False,"{'a': 0.5, 'e': 1.0}",25,0,-31.60584859931743,"{0: 14, 1: 11, 2: 0, 3: 0, 4: 0}",0
549,False,"{'a': 0.5, 'e': 1.0}",30,0,-50.14681073356524,"{0: 15, 1: 15, 2: 0, 3: 0, 4: 0}",0
550,False,"{'a': 0.5, 'e': 1.0}",30,0,-36.26058904098315,"{0: 17, 1: 13, 2: 0, 3: 0, 4: 0}",0
551,False,"{'a': 0.5, 'e': 1.0}",20,0,-6.729002492814255,"{0: 14, 1: 6, 2: 0, 3: 0, 4: 0}",0
552,False,"{'a': 0.5, 'e': 1.0}",20,0,-18.18564933384708,"{0: 12, 1: 8, 2: 0, 3: 0, 4: 0}",0
553,False,"{'a': 0.5, 'e': 1.0}",25,0,-40.9741659130093,"{0: 13, 1: 12, 2: 0, 3: 0, 4: 0}",0
554,False,"{'a': 0.5, 'e': 1.0}",25,0,-23.86661200509212,"{0: 15, 1: 10, 2: 0, 3: 0, 4: 0}",0
555,False,"{'a': 0.5, 'e': 1.0}",25,0,-36.2554040554232,"{0: 14, 1: 11, 2: 0, 3: 0, 4: 0}",0
556,False,"{'a': 0.5, 'e': 1.0}",25,0,-34.593706238345774,"{0: 15, 1: 10, 2: 0, 3: 0, 4: 0}",0
557,False,"{'a': 0.5, 'e': 1.0}",25,0,-40.76748071940277,"{0: 13, 1: 12, 2: 0, 3: 0, 4: 0}",0
558,False,"{'a': 0.5, 'e': 1.0}",20,0,-29.3277159146419,"{0: 11, 1: 9, 2: 0, 3: 0, 4: 0}",0
559,False,"{'a': 0.5, 'e': 1.0}",20,0,-43.24360755038755,"{0: 9, 1: 11, 2: 0, 3: 0, 4: 0}",0
560,False,"{'a': 0.5, 'e': 1.0}",25,0,-41.97040326127575,"{0: 14, 1: 11, 2: 0, 3: 0, 4: 0}",0
561,False,"{'a': 0.5, 'e': 1.0}",30,0,-49.57072790011105,"{0: 15, 1: 15, 2: 0, 3: 0, 4: 0}",0
562,False,"{'a': 0.5, 'e': 1.0}",30,0,-41.79356244918865,"{0: 17, 1: 13, 2: 0, 3: 0, 4: 0}",0
563,False,"{'a': 0.5, 'e': 1.0}",25,0,-28.597708318823248,"{0: 16, 1: 9, 2: 0, 3: 0, 4: 0}",0
564,False,"{'a': 0.5, 'e': 1.0}",20,0,-22.916418540222104,"{0: 12, 1: 8, 2: 0, 3: 0, 4: 0}",0
565,False,"{'a': 0.5, 'e': 1.0}",25,0,-48.76282359318253,"{0: 11, 1: 14, 2: 0, 3: 0, 4: 0}",0
566,False,"{'a': 0.5, 'e': 1.0}",25,0,-34.93658062303062,"{0: 14, 1: 11, 2: 0, 3: 0, 4: 0}",0
567,False,"{'a': 0.5, 'e': 1.0}",25,0,-27.67092053736557,"{0: 15, 1: 10, 2: 0, 3: 0, 4: 0}",0
568,False,"{'a': 0.5, 'e': 1.0}",30,0,-9.226158476046672,"{0: 21, 1: 9, 2: 0, 3: 0, 4: 0}",0
569,False,"{'a': 0.5, 'e': 1.0}",30,0,-50.94868172958095,"{0: 15, 1: 15, 2: 0, 3: 0, 4: 0}",0
570,False,"{'a': 0.5, 'e': 1.0}",30,0,-61.46228560688339,"{0: 15, 1: 15, 2: 0, 3: 0, 4: 0}",0
571,False,"{'a': 0.5, 'e': 1.0}",30,0,-32.28950183065193,"{0: 18, 1: 12, 2: 0, 3: 0, 4: 0}",0
572,False,"{'a': 0.5, 'e': 1.0}",25,0,-39.74559062810138,"{0: 14, 1: 11, 2: 0, 3: 0, 4: 0}",0
573,False,"{'a': 0.5, 'e': 1.0}",25,0,-24.904674735518295,"{0: 16, 1: 9, 2: 0, 3: 0, 4: 0}",0
574,False,"{'a': 0.5, 'e': 1.0}",30,0,-40.19150108755182,"{0: 17, 1: 13, 2: 0, 3: 0, 4: 0}",0
575,False,"{'a': 0.5, 'e': 1.0}",20,0,-30.853932784308594,"{0: 10, 1: 10, 2: 0, 3: 0, 4: 0}",0
576,False,"{'a': 0.5, 'e': 1.0}",20,0,-17.972185897310283,"{0: 12, 1: 8, 2: 0, 3: 0, 4: 0}",0
577,False,"{'a': 0.5, 'e': 1.0}",20,0,-22.613716968850074,"{0: 12, 1: 8, 2: 0, 3: 0, 4: 0}",0
578,False,"{'a': 0.5, 'e': 1.0}",20,0,-36.81046660814534,"{0: 10, 1: 10, 2: 0, 3: 0, 4: 0}",0
579,False,"{'a': 0.5, 'e': 1.0}",20,0,-28.48855444235725,"{0: 12, 1: 8, 2: 0, 3: 0, 4: 0}",0
580,False,"{'a': 0.5, 'e': 1.0}",30,0,-47.1553236214888,"{0: 16, 1: 14, 2: 0, 3: 0, 4: 0}",0
581,False,"{'a': 0.5, 'e': 1.0}",25,0,-41.69463105699285,"{0: 13, 1: 12, 2: 0, 3: 0, 4: 0}",0
582,False,"{'a': 0.5, 'e': 1.0}",20,0,-42.15292712162036,"{0: 9, 1: 11, 2: 0, 3: 0, 4: 0}",0
583,False,"{'a': 0.5, 'e': 1.0}",25,0,-11.841353442563994,"{0: 17, 1: 8, 2: 0, 3: 0, 4: 0}",0
584,False,"{'a': 0.5, 'e': 1.0}",35,0,-34.65198378596771,"{0: 21, 1: 14, 2: 0, 3: 0, 4: 0}",0
585,False,"{'a': 0.5, 'e': 1.0}",20,0,-18.02046595766983,"{0: 12, 1: 8, 2: 0, 3: 0, 4: 0}",0
586,False,"{'a': 0.5, 'e': 1.0}",30,0,-25.33522649975514,"{0: 20, 1: 10, 2: 0, 3: 0, 4: 0}",0
